merchant_id,week_start,merchant_category,merchant_age_days,transaction_count_30d,transaction_volume_30d,transaction_volume_previous_30d,transaction_volume_change_30d,refund_count_30d,refund_rate_30d,refund_rate_previous_30d,refund_rate_change_30d,chargeback_count_30d,chargeback_rate_30d,chargeback_rate_previous_30d,chargeback_rate_change_30d,top_dispute_reason_category,delivery_evidence_coverage,support_ticket_rate,average_support_resolution_time_hours,previous_review_outcome,label_high_loss_next_30d,latent_state_for_demo_only
merchant_demo_0001,2023-03-20,apparel,1244,393,399979.4,476677.67,-0.1609,21,0.0532,0.0417,0.0115,5,0.0128,0.0112,0.0017,duplicate_charge,0.6062,0.0486,40.85,inconclusive,0,operational_fulfilment_failure
merchant_demo_0001,2023-03-27,apparel,1251,385,367095.83,399979.4,-0.0822,5,0.0132,0.0532,-0.0399,1,0.0021,0.0128,-0.0108,other,0.9424,0.0079,12.2,operational_issue,0,stable_merchant
merchant_demo_0001,2023-04-03,apparel,1258,370,374855.56,367095.83,0.0211,5,0.0126,0.0132,-0.0006,1,0.0033,0.0021,0.0013,duplicate_charge,0.9223,0.0127,11.91,none,0,stable_merchant
merchant_demo_0001,2023-04-10,apparel,1265,485,430260.02,374855.56,0.1478,9,0.0187,0.0126,0.0061,1,0.0029,0.0033,-0.0004,other,0.9236,0.0134,13.9,none,0,stable_merchant
merchant_demo_0001,2023-04-17,apparel,1272,477,490871.14,430260.02,0.1409,6,0.0123,0.0187,-0.0064,1,0.0027,0.0029,-0.0002,not_received,0.9092,0.0101,41.37,none,0,stable_merchant
merchant_demo_0001,2023-04-24,apparel,1279,428,472240.77,490871.14,-0.038,8,0.0183,0.0123,0.006,1,0.0025,0.0027,-0.0003,not_received,0.9262,0.0087,29.02,false_positive,0,stable_merchant
merchant_demo_0001,2023-05-01,apparel,1286,545,513063.62,472240.77,0.0864,9,0.0163,0.0183,-0.002,2,0.003,0.0025,0.0005,other,0.9191,0.012,11.85,inconclusive,0,stable_merchant
merchant_demo_0001,2023-05-08,apparel,1293,496,473641.99,513063.62,-0.0768,10,0.0201,0.0163,0.0038,1,0.0021,0.003,-0.0008,duplicate_charge,0.9207,0.0129,31.92,,0,stable_merchant
merchant_demo_0001,2023-05-15,apparel,1300,519,524731.78,473641.99,0.1079,55,0.1058,0.0201,0.0857,18,0.0348,0.0021,0.0326,item_not_as_described,0.39,0.0671,,operational_issue,1,high_risk_merchant_behaviour
merchant_demo_0001,2023-05-22,apparel,1307,437,430754.82,524731.78,-0.1791,40,0.0921,0.1058,-0.0137,16,0.0356,0.0348,0.0008,duplicate_charge,0.3402,0.067,65.15,confirmed_risk,1,high_risk_merchant_behaviour
merchant_demo_0001,2023-05-29,apparel,1314,349,371845.05,430754.82,-0.1368,32,0.0905,0.0921,-0.0016,13,0.0377,0.0356,0.0022,quality_issue,0.348,0.0805,144.53,confirmed_risk,1,high_risk_merchant_behaviour
merchant_demo_0001,2023-06-05,apparel,1321,445,444253.84,371845.05,0.1947,6,0.0132,0.0905,-0.0774,1,0.0029,0.0377,-0.0348,not_received,0.9365,0.0138,13.93,none,0,stable_merchant
merchant_demo_0001,2023-06-12,apparel,1328,452,437200.41,444253.84,-0.0159,6,0.0133,0.0132,0.0001,1,0.0032,0.0029,0.0003,other,0.903,0.0043,10.15,none,0,stable_merchant
merchant_demo_0001,2023-06-19,apparel,1335,462,455158.94,437200.41,0.0411,5,0.0098,0.0133,-0.0035,1,0.0026,0.0032,-0.0006,item_not_as_described,0.9065,0.0109,24.56,inconclusive,0,stable_merchant
merchant_demo_0001,2023-06-26,apparel,1342,496,480316.65,455158.94,0.0553,8,0.0154,0.0098,0.0056,1,0.002,0.0026,-0.0006,item_not_as_described,0.8923,0.0072,22.89,operational_issue,0,stable_merchant
merchant_demo_0001,2023-07-03,apparel,1349,432,445337.2,480316.65,-0.0728,6,0.0147,0.0154,-0.0007,1,0.0023,0.002,0.0003,other,0.9187,0.0067,14.27,none,0,stable_merchant
merchant_demo_0001,2023-07-10,apparel,1356,455,411072.1,445337.2,-0.0769,8,0.0184,0.0147,0.0037,1,0.0028,0.0023,0.0005,other,0.9125,0.0075,19.34,none,0,stable_merchant
merchant_demo_0001,2023-07-17,apparel,1363,556,591751.46,411072.1,0.4395,56,0.1013,0.0184,0.0829,20,0.0355,0.0028,0.0327,not_received,0.3367,0.0571,30.31,none,1,high_risk_merchant_behaviour
merchant_demo_0001,2023-07-24,apparel,1370,382,404403.6,591751.46,-0.3166,20,0.0533,0.1013,-0.048,6,0.0146,0.0355,-0.0209,not_received,0.6105,0.0463,56.87,confirmed_risk,0,operational_fulfilment_failure
merchant_demo_0001,2023-07-31,apparel,1377,370,370552.06,404403.6,-0.0837,20,0.0542,0.0533,0.0009,5,0.0137,0.0146,-0.0009,quality_issue,0.6035,0.0464,51.78,none,0,operational_fulfilment_failure
merchant_demo_0001,2023-08-07,apparel,1384,399,395703.47,370552.06,0.0679,20,0.0504,0.0542,-0.0038,4,0.0108,0.0137,-0.0029,other,0.6442,0.0445,60.85,none,0,operational_fulfilment_failure
merchant_demo_0001,2023-08-14,apparel,1391,422,405373.46,395703.47,0.0244,5,0.011,0.0504,-0.0395,2,0.004,0.0108,-0.0067,not_received,0.9215,0.0045,17.51,none,0,stable_merchant
merchant_demo_0001,2023-08-21,apparel,1398,439,442984.94,405373.46,0.0928,7,0.0157,0.011,0.0048,1,0.0022,0.004,-0.0018,other,0.9172,0.0111,22.5,none,0,stable_merchant
merchant_demo_0001,2023-08-28,apparel,1405,502,462984.29,442984.94,0.0451,7,0.0139,0.0157,-0.0019,1,0.0028,0.0022,0.0006,other,0.9101,0.0067,19.81,none,0,stable_merchant
merchant_demo_0001,2023-09-04,apparel,1412,514,553643.84,462984.29,0.1958,11,0.0217,0.0139,0.0078,1,0.0026,0.0028,-0.0001,other,0.924,0.0102,18.99,none,0,stable_merchant
merchant_demo_0001,2023-09-11,apparel,1419,537,535246.65,553643.84,-0.0332,7,0.0123,0.0217,-0.0094,1,0.0023,0.0026,-0.0003,other,0.899,0.0092,18.87,none,0,stable_merchant
merchant_demo_0001,2023-09-18,apparel,1426,397,354274.9,535246.65,-0.3381,5,0.0134,0.0123,0.0011,1,0.0033,0.0023,0.001,quality_issue,0.9194,0.0125,7.17,none,0,stable_merchant
merchant_demo_0001,2023-09-25,apparel,1433,472,475137.75,354274.9,0.3412,7,0.0143,0.0134,0.0009,1,0.0025,0.0033,-0.0008,not_received,0.9111,0.0084,18.12,none,0,stable_merchant
merchant_demo_0001,2023-10-02,apparel,1440,574,557453.26,475137.75,0.1732,8,0.0135,0.0143,-0.0008,1,0.002,0.0025,-0.0005,not_received,0.9225,0.0117,33.56,none,0,stable_merchant
merchant_demo_0001,2023-10-09,apparel,1447,433,417048.15,557453.26,-0.2519,7,0.0153,0.0135,0.0018,1,0.0027,0.002,0.0007,other,0.9189,0.0083,13.87,none,0,stable_merchant
merchant_demo_0001,2023-10-16,apparel,1454,518,481694.25,417048.15,0.155,8,0.0146,0.0153,-0.0007,1,0.0028,0.0027,0.0,item_not_as_described,0.927,0.0108,16.45,none,0,stable_merchant
merchant_demo_0001,2023-10-23,apparel,1461,513,529320.56,481694.25,0.0989,7,0.0143,0.0146,-0.0003,1,0.0029,0.0028,0.0001,other,0.9349,0.01,18.95,none,0,stable_merchant
merchant_demo_0001,2023-10-30,apparel,1468,465,422343.69,529320.56,-0.2021,7,0.0159,0.0143,0.0017,1,0.0029,0.0029,0.0,other,0.8985,0.0126,20.44,none,0,stable_merchant
merchant_demo_0001,2023-11-06,apparel,1475,403,419192.31,422343.69,-0.0075,5,0.0127,0.0159,-0.0033,1,0.0026,0.0029,-0.0003,not_received,0.9131,0.0103,25.56,none,0,stable_merchant
merchant_demo_0001,2023-11-13,apparel,1482,374,360418.53,419192.31,-0.1402,5,0.0125,0.0127,-0.0001,1,0.0034,0.0026,0.0008,other,0.9313,0.0076,18.36,none,0,stable_merchant
merchant_demo_0001,2023-11-20,apparel,1489,467,471951.53,360418.53,0.3095,8,0.0173,0.0125,0.0047,2,0.0039,0.0034,0.0005,duplicate_charge,0.9087,0.008,28.01,inconclusive,0,stable_merchant
merchant_demo_0001,2023-11-27,apparel,1496,395,388596.19,471951.53,-0.1766,5,0.0117,0.0173,-0.0056,1,0.0032,0.0039,-0.0008,item_not_as_described,0.9423,0.008,19.41,none,0,stable_merchant
merchant_demo_0001,2023-12-04,apparel,1503,499,455065.92,388596.19,0.1711,8,0.0155,0.0117,0.0038,1,0.0022,0.0032,-0.001,other,0.9096,0.0089,14.46,none,0,stable_merchant
merchant_demo_0001,2023-12-11,apparel,1510,530,537812.47,455065.92,0.1818,8,0.0148,0.0155,-0.0008,2,0.0038,0.0022,0.0017,item_not_as_described,0.9457,0.008,19.69,none,0,stable_merchant
merchant_demo_0001,2023-12-18,apparel,1517,512,489680.4,537812.47,-0.0895,7,0.013,0.0148,-0.0018,1,0.0024,0.0038,-0.0015,other,0.9074,0.0141,16.61,none,0,stable_merchant
merchant_demo_0001,2023-12-25,apparel,1524,512,514822.19,489680.4,0.0513,9,0.0181,0.013,0.0051,1,0.0024,0.0024,0.0,quality_issue,0.9253,0.0114,14.93,none,0,stable_merchant
merchant_demo_0001,2024-01-01,apparel,1531,467,447042.87,514822.19,-0.1317,7,0.0156,0.0181,-0.0025,2,0.0039,0.0024,0.0016,item_not_as_described,0.892,0.0104,,inconclusive,0,stable_merchant
merchant_demo_0001,2024-01-08,apparel,1538,454,455879.72,447042.87,0.0198,6,0.0136,0.0156,-0.0021,2,0.0041,0.0039,0.0001,other,,0.0126,26.5,none,0,stable_merchant
merchant_demo_0001,2024-01-15,apparel,1545,553,557785.25,455879.72,0.2235,7,0.0131,0.0136,-0.0004,2,0.0029,0.0041,-0.0012,not_received,0.9239,0.0059,,none,0,stable_merchant
merchant_demo_0001,2024-01-22,apparel,1552,449,430179.66,557785.25,-0.2288,7,0.0166,0.0131,0.0035,2,0.0045,0.0029,0.0016,quality_issue,0.9139,0.0099,16.75,none,0,stable_merchant
merchant_demo_0001,2024-01-29,apparel,1559,357,345751.47,430179.66,-0.1963,6,0.0161,0.0166,-0.0006,2,0.0043,0.0045,-0.0002,other,0.9239,0.0105,30.72,none,0,stable_merchant
merchant_demo_0001,2024-02-05,apparel,1566,464,458908.02,345751.47,0.3273,7,0.0142,0.0161,-0.0018,2,0.0036,0.0043,-0.0007,not_received,0.9365,0.0078,16.84,none,0,stable_merchant
merchant_demo_0001,2024-02-12,apparel,1573,522,528749.98,458908.02,0.1522,9,0.0168,0.0142,0.0026,2,0.0029,0.0036,-0.0006,other,0.9303,0.0104,26.69,none,0,stable_merchant
merchant_demo_0001,2024-02-19,apparel,1580,470,456554.77,528749.98,-0.1365,6,0.0119,0.0168,-0.0049,1,0.0015,0.0029,-0.0015,item_not_as_described,0.9103,0.0086,16.25,none,0,stable_merchant
merchant_demo_0001,2024-02-26,apparel,1587,382,369998.31,456554.77,-0.1896,6,0.0163,0.0119,0.0045,1,0.0038,0.0015,0.0024,quality_issue,0.9405,0.0073,19.91,none,0,stable_merchant
merchant_demo_0001,2024-03-04,apparel,1594,455,460138.88,369998.31,0.2436,8,0.0171,0.0163,0.0008,2,0.0034,0.0038,-0.0004,duplicate_charge,0.9053,0.0114,13.59,none,0,stable_merchant
merchant_demo_0001,2024-03-11,apparel,1601,373,314168.09,460138.88,-0.3172,7,0.0177,0.0171,0.0006,1,0.0016,0.0034,-0.0018,quality_issue,0.9124,0.0077,17.91,none,0,stable_merchant
merchant_demo_0001,2024-03-18,apparel,1608,516,459025.13,314168.09,0.4611,9,0.0172,0.0177,-0.0005,2,0.0032,0.0016,0.0016,other,0.9189,0.0114,19.28,none,0,stable_merchant
merchant_demo_0001,2024-03-25,apparel,1615,494,444124.94,459025.13,-0.0325,6,0.0127,0.0172,-0.0045,1,0.0024,0.0032,-0.0007,duplicate_charge,0.9307,0.0096,13.31,none,0,stable_merchant
merchant_demo_0001,2024-04-01,apparel,1622,389,376568.72,444124.94,-0.1521,7,0.0171,0.0127,0.0044,1,0.0034,0.0024,0.0009,quality_issue,0.9257,0.0062,17.05,none,0,stable_merchant
merchant_demo_0001,2024-04-08,apparel,1629,458,459150.91,376568.72,0.2193,6,0.0133,0.0171,-0.0038,1,0.0026,0.0034,-0.0008,duplicate_charge,0.9125,0.0092,19.7,none,0,stable_merchant
merchant_demo_0001,2024-04-15,apparel,1636,424,414220.54,459150.91,-0.0979,6,0.0134,0.0133,0.0001,1,0.0032,0.0026,0.0006,not_received,0.9235,0.0084,29.23,none,0,stable_merchant
merchant_demo_0001,2024-04-22,apparel,1643,532,490937.61,414220.54,0.1852,7,0.0122,0.0134,-0.0011,2,0.003,0.0032,-0.0002,item_not_as_described,,0.009,26.02,operational_issue,0,stable_merchant
merchant_demo_0001,2024-04-29,apparel,1650,478,451856.33,490937.61,-0.0796,6,0.0136,0.0122,0.0013,2,0.0031,0.003,0.0002,duplicate_charge,0.9399,0.0109,13.97,none,0,stable_merchant
merchant_demo_0001,2024-05-06,apparel,1657,525,501055.3,451856.33,0.1089,8,0.0155,0.0136,0.0019,2,0.0031,0.0031,-0.0001,other,0.9032,0.0109,8.86,false_positive,0,stable_merchant
merchant_demo_0001,2024-05-13,apparel,1664,452,442220.07,501055.3,-0.1174,6,0.0129,0.0155,-0.0026,1,0.0026,0.0031,-0.0005,not_received,0.9158,0.0075,14.39,none,0,stable_merchant
merchant_demo_0001,2024-05-20,apparel,1671,428,404238.53,442220.07,-0.0859,5,0.011,0.0129,-0.0019,1,0.0028,0.0026,0.0002,other,0.944,0.0082,27.34,none,0,stable_merchant
merchant_demo_0001,2024-05-27,apparel,1678,565,559930.96,404238.53,0.3851,11,0.0198,0.011,0.0088,1,0.0025,0.0028,-0.0003,item_not_as_described,0.9228,0.0088,12.71,none,0,stable_merchant
merchant_demo_0001,2024-06-03,apparel,1685,455,431803.42,559930.96,-0.2288,8,0.0175,0.0198,-0.0023,1,0.0022,0.0025,-0.0004,not_received,0.8959,0.0103,17.85,none,0,stable_merchant
merchant_demo_0001,2024-06-10,apparel,1692,412,417805.08,431803.42,-0.0324,6,0.0142,0.0175,-0.0033,1,0.0032,0.0022,0.0011,item_not_as_described,0.8986,0.0094,23.69,none,0,stable_merchant
merchant_demo_0001,2024-06-17,apparel,1699,466,425249.98,417805.08,0.0178,6,0.0139,0.0142,-0.0003,1,0.0028,0.0032,-0.0004,duplicate_charge,0.9229,0.0107,20.08,none,0,stable_merchant
merchant_demo_0001,2024-06-24,apparel,1706,472,476559.92,425249.98,0.1207,7,0.0152,0.0139,0.0013,1,0.0027,0.0028,-0.0002,other,0.9149,0.0093,22.14,none,0,stable_merchant
merchant_demo_0001,2024-07-01,apparel,1713,423,434232.46,476559.92,-0.0888,7,0.0158,0.0152,0.0006,1,0.0017,0.0027,-0.0009,not_received,0.8924,0.0097,21.45,none,0,stable_merchant
merchant_demo_0001,2024-07-08,apparel,1720,503,419550.3,434232.46,-0.0338,9,0.0171,0.0158,0.0013,1,0.0029,0.0017,0.0012,not_received,0.9196,0.0106,15.22,none,0,stable_merchant
merchant_demo_0001,2024-07-15,apparel,1727,453,441632.05,419550.3,0.0526,9,0.0194,0.0171,0.0023,1,0.0031,0.0029,0.0002,other,0.9192,0.0118,31.45,none,0,stable_merchant
merchant_demo_0001,2024-07-22,apparel,1734,419,397176.8,441632.05,-0.1007,6,0.0143,0.0194,-0.0051,1,0.003,0.0031,-0.0001,item_not_as_described,0.9115,0.0066,27.48,none,0,stable_merchant
merchant_demo_0001,2024-07-29,apparel,1741,464,453813.71,397176.8,0.1426,6,0.0138,0.0143,-0.0006,1,0.0027,0.003,-0.0003,item_not_as_described,0.9023,0.011,23.73,none,0,stable_merchant
merchant_demo_0001,2024-08-05,apparel,1748,446,459980.92,453813.71,0.0136,7,0.0167,0.0138,0.0029,1,0.0031,0.0027,0.0004,item_not_as_described,0.918,0.0095,23.28,none,0,stable_merchant
merchant_demo_0001,2024-08-12,apparel,1755,428,422247.83,459980.92,-0.082,6,0.0136,0.0167,-0.0031,1,0.0029,0.0031,-0.0002,quality_issue,0.9095,0.0086,11.95,none,0,stable_merchant
merchant_demo_0001,2024-08-19,apparel,1762,445,407946.08,422247.83,-0.0339,7,0.016,0.0136,0.0024,1,0.0031,0.0029,0.0002,other,0.9111,0.0068,20.73,none,0,stable_merchant
merchant_demo_0001,2024-08-26,apparel,1769,376,362373.65,407946.08,-0.1117,6,0.0158,0.016,-0.0002,1,0.0031,0.0031,0.0001,other,0.9255,0.0109,17.74,none,0,stable_merchant
merchant_demo_0001,2024-09-02,apparel,1776,504,511481.63,362373.65,0.4115,9,0.0187,0.0158,0.0029,2,0.0036,0.0031,0.0005,quality_issue,0.9296,0.0085,20.94,none,0,stable_merchant
merchant_demo_0001,2024-09-09,apparel,1783,476,469827.88,511481.63,-0.0814,10,0.0207,0.0187,0.002,2,0.0036,0.0036,-0.0001,other,0.9083,0.0105,18.27,none,0,stable_merchant
merchant_demo_0001,2024-09-16,apparel,1790,516,495521.11,469827.88,0.0547,7,0.0134,0.0207,-0.0073,2,0.004,0.0036,0.0004,item_not_as_described,0.9247,0.0082,22.36,none,0,stable_merchant
merchant_demo_0001,2024-09-23,apparel,1797,536,539253.84,495521.11,0.0883,7,0.0123,0.0134,-0.0011,1,0.0028,0.004,-0.0012,other,0.9044,0.0094,14.37,confirmed_risk,0,stable_merchant
merchant_demo_0001,2024-09-30,apparel,1804,468,446312.53,539253.84,-0.1724,7,0.0148,0.0123,0.0025,1,0.0027,0.0028,-0.0001,item_not_as_described,0.9187,0.0164,10.88,none,0,stable_merchant
merchant_demo_0001,2024-10-07,apparel,1811,483,490304.43,446312.53,0.0986,6,0.0131,0.0148,-0.0018,1,0.002,0.0027,-0.0007,item_not_as_described,0.9143,0.0114,23.31,none,0,stable_merchant
merchant_demo_0001,2024-10-14,apparel,1818,402,423633.61,490304.43,-0.136,5,0.0132,0.0131,0.0002,1,0.0026,0.002,0.0006,other,0.9318,0.0078,23.7,false_positive,0,stable_merchant
merchant_demo_0001,2024-10-21,apparel,1825,479,475522.97,423633.61,0.1225,7,0.0152,0.0132,0.002,1,0.0023,0.0026,-0.0003,item_not_as_described,0.9219,0.0121,8.69,false_positive,0,stable_merchant
merchant_demo_0001,2024-10-28,apparel,1832,527,463576.61,475522.97,-0.0251,5,0.0102,0.0152,-0.005,2,0.003,0.0023,0.0007,other,0.8984,0.0109,12.79,none,0,stable_merchant
merchant_demo_0001,2024-11-04,apparel,1839,429,361063.12,463576.61,-0.2211,39,0.0897,0.0102,0.0795,20,0.0457,0.003,0.0427,quality_issue,0.3822,0.0765,60.99,none,1,high_risk_merchant_behaviour
merchant_demo_0001,2024-11-11,apparel,1846,457,457804.17,361063.12,0.2679,44,0.0961,0.0897,0.0064,16,0.0342,0.0457,-0.0114,not_received,0.3666,0.0767,116.93,confirmed_risk,0,high_risk_merchant_behaviour
merchant_demo_0001,2024-11-18,apparel,1853,476,499738.01,457804.17,0.0916,50,0.1057,0.0961,0.0096,16,0.0346,0.0342,0.0003,not_received,0.3498,0.0699,45.24,none,1,high_risk_merchant_behaviour
merchant_demo_0001,2024-11-25,apparel,1860,737,711123.08,499738.01,0.423,47,0.0637,0.1057,-0.042,3,0.0035,0.0346,-0.031,item_not_as_described,0.8896,0.0226,17.62,confirmed_risk,0,seasonal_sale_legitimate_returns
merchant_demo_0001,2024-12-02,apparel,1867,288,268761.33,711123.08,-0.6221,22,0.0757,0.0637,0.012,9,0.0328,0.0035,0.0293,duplicate_charge,0.3522,0.0728,96.18,confirmed_risk,1,high_risk_merchant_behaviour
merchant_demo_0001,2024-12-09,apparel,1874,683,645891.45,268761.33,1.4032,60,0.0872,0.0757,0.0114,26,0.038,0.0328,0.0051,item_not_as_described,0.4104,0.073,115.35,inconclusive,1,high_risk_merchant_behaviour
merchant_demo_0001,2024-12-16,apparel,1881,384,393653.61,645891.45,-0.3905,34,0.0898,0.0872,0.0026,15,0.0398,0.038,0.0018,item_not_as_described,0.365,0.0741,32.93,operational_issue,0,high_risk_merchant_behaviour
merchant_demo_0001,2024-12-23,apparel,1888,232,211679.91,393653.61,-0.4623,18,0.0797,0.0898,-0.0101,7,0.032,0.0398,-0.0078,duplicate_charge,0.327,0.0648,30.55,operational_issue,1,high_risk_merchant_behaviour
merchant_demo_0002,2023-01-02,food_delivery,346,722,899819.42,899819.42,0.0,11,0.015,0.015,0.0,2,0.0032,0.0032,0.0,duplicate_charge,0.9329,0.011,22.53,none,0,stable_merchant
merchant_demo_0002,2023-01-09,food_delivery,353,680,787822.7,899819.42,-0.1245,9,0.0127,0.015,-0.0024,1,0.0019,0.0032,-0.0013,not_received,0.9067,0.0084,14.13,none,0,stable_merchant
merchant_demo_0002,2023-01-16,food_delivery,360,957,1184477.27,787822.7,0.5035,58,0.0605,0.0127,0.0479,4,0.0038,0.0019,0.0019,quality_issue,0.86,0.0173,23.65,false_positive,0,seasonal_sale_legitimate_returns
merchant_demo_0002,2023-01-23,food_delivery,367,599,712716.62,1184477.27,-0.3983,10,0.0168,0.0605,-0.0437,2,0.0031,0.0038,-0.0007,quality_issue,0.8983,0.0124,13.81,none,0,stable_merchant
merchant_demo_0002,2023-01-30,food_delivery,374,981,1312894.53,712716.62,0.8421,54,0.0549,0.0168,0.0381,4,0.0043,0.0031,0.0011,item_not_as_described,0.874,0.0164,28.44,false_positive,0,seasonal_sale_legitimate_returns
merchant_demo_0002,2023-02-06,food_delivery,381,657,780293.5,1312894.53,-0.4057,34,0.0514,0.0549,-0.0036,8,0.012,0.0043,0.0078,not_received,0.6646,0.0409,67.05,none,1,operational_fulfilment_failure
merchant_demo_0002,2023-02-13,food_delivery,388,689,780987.0,780293.5,0.0009,38,0.0549,0.0514,0.0035,6,0.009,0.012,-0.0031,other,0.6531,0.0447,35.62,operational_issue,0,operational_fulfilment_failure
merchant_demo_0002,2023-02-20,food_delivery,395,477,626370.96,780987.0,-0.198,20,0.0419,0.0549,-0.013,5,0.0095,0.009,0.0005,not_received,0.6367,0.0549,39.44,none,1,operational_fulfilment_failure
merchant_demo_0002,2023-02-27,food_delivery,402,488,630689.18,626370.96,0.0069,26,0.054,0.0419,0.0121,6,0.0133,0.0095,0.0038,quality_issue,0.6112,0.0371,41.67,operational_issue,0,operational_fulfilment_failure
merchant_demo_0002,2023-03-06,food_delivery,409,629,776449.2,630689.18,0.2311,32,0.0503,0.054,-0.0037,8,0.0121,0.0133,-0.0011,other,0.6369,0.0462,43.67,none,0,operational_fulfilment_failure
merchant_demo_0002,2023-03-13,food_delivery,416,573,711437.51,776449.2,-0.0837,31,0.0533,0.0503,0.003,6,0.0105,0.0121,-0.0016,not_received,0.5994,0.0422,47.54,operational_issue,1,operational_fulfilment_failure
merchant_demo_0002,2023-03-20,food_delivery,423,676,848697.03,711437.51,0.1929,13,0.019,0.0533,-0.0342,2,0.0033,0.0105,-0.0072,other,0.9492,0.0073,23.77,none,0,stable_merchant
merchant_demo_0002,2023-03-27,food_delivery,430,633,727958.61,848697.03,-0.1423,59,0.0934,0.019,0.0744,21,0.033,0.0033,0.0297,not_received,0.3412,0.0655,74.09,confirmed_risk,1,high_risk_merchant_behaviour
merchant_demo_0002,2023-04-03,food_delivery,437,942,1235857.09,727958.61,0.6977,75,0.0801,0.0934,-0.0134,38,0.0401,0.033,0.0071,duplicate_charge,0.3234,0.0674,80.32,none,0,high_risk_merchant_behaviour
merchant_demo_0002,2023-04-10,food_delivery,444,650,852839.29,1235857.09,-0.3099,60,0.0923,0.0801,0.0122,25,0.0379,0.0401,-0.0022,item_not_as_described,0.321,0.0787,54.97,inconclusive,1,high_risk_merchant_behaviour
merchant_demo_0002,2023-04-17,food_delivery,451,732,894368.11,852839.29,0.0487,63,0.0862,0.0923,-0.0061,24,0.0325,0.0379,-0.0054,other,0.343,0.067,100.37,confirmed_risk,1,high_risk_merchant_behaviour
merchant_demo_0002,2023-04-24,food_delivery,458,624,763073.2,894368.11,-0.1468,14,0.0218,0.0862,-0.0644,3,0.004,0.0325,-0.0285,item_not_as_described,0.9333,0.0098,,none,0,stable_merchant
merchant_demo_0002,2023-05-01,food_delivery,465,636,801924.93,763073.2,0.0509,10,0.0156,0.0218,-0.0062,1,0.0022,0.004,-0.0018,quality_issue,0.9076,0.012,19.79,none,0,stable_merchant
merchant_demo_0002,2023-05-08,food_delivery,472,613,714795.32,801924.93,-0.1087,7,0.0117,0.0156,-0.0039,2,0.0037,0.0022,0.0015,item_not_as_described,0.9019,0.0102,46.17,none,0,stable_merchant
merchant_demo_0002,2023-05-15,food_delivery,479,733,816754.67,714795.32,0.1426,11,0.0144,0.0117,0.0027,3,0.0036,0.0037,-0.0001,item_not_as_described,0.8976,0.008,16.04,,0,stable_merchant
